SENTIMIENTO DEFINITIVO,TWEET
NEGATIVO,"1435695764143939590-""Prevalencia y factores de riesgo.Síntomas gastrointestinales después de la recuperación de COVID-19. https://t.co/U3g991OEJ3"""
POSITIVO,1255905115107540992-#PorLosNiñosQuedateEnCasa feliz dia de niño por nuestros niños quedate en casa
NEGATIVO,1309575681819508736-@PabloCarrilloL En efecto la peor crisis del tenis en México
NEGATIVO,1286455404315254784-8 mil 438 nuevos contagios... pero la pandemia estaba domada hace meses! https://t.co/0IZzMfFyTp
NEUTRO,1323278479098564609-#DíaDeMuertosNoviembre 2020#EntreLaGente#NuestrosValores#QuédateEnCasa https://t.co/UwjQBm4jum
NEUTRO,1245508484772155392-@DeniseDresserG @HLGatell Ya te habían cancelado CANUTA @DeniseDresserG https://t.co/tVRue3L8My
NEGATIVO,1250886722994368512-Como que se extiende la cuarentena 🥺🥺🥺😖
NEUTRO,1249873608672976896-#Atardecer de cuarentena dramático en #Monterrey https://t.co/rm3Prq9b8O
NEGATIVO,"1245573161476743168-""@gibranrr @HLGatell @EnriqueAlfaroR En tu arrogancia no aceptas ni un ápice de observación.Su mensaje de hoy durante un 97% de su tiempo fue propositivo y en afán conciliatorio... y te quedas solo con la rendija de """" posibilidad"""" de lo señalado.¿Es esa tu nula capacidad de autocritica o es obligado reptar por $?"""
POSITIVO,"1251316525572648965-""¡Agradecemos en estos momentos su lealtad y confianza!"
NEUTRO,"1341837664245452814-""CASOS DE COVID-19 EN CDMX"
NEGATIVO,"1412852355305967622-""se intensificarán las calamidadesde la guerra del Coronavirus y la guerra climática.El-ImamAl-Mahdi Nasser Mohammed El-Yamani21-Ramadan- 1442 DH03/05/202112:35p.m.https://t.co/yD1dahgyFm51#CoronaClimateWarCalamityNOM 51axCGsp"""
NEGATIVO,"1341042467118874625-""@LizzQro @iqt_redes @QroChingon @gobqro @SSCovid19Qro Que te digo amiga ...... Todavía se atreven a solicitar """"datos"""" para solucionar.......llevan 5 años haciéndose pendejos sin contar con los anteriores...."""
NEGATIVO,1357074892768899072-@Cellsiux_ La nota consigna lo que están relatando los propios familiares quienes también graban video. Los medios no son peritos. En el contexto están la grave saturación hospitalaria en todo el país a causa del COVID. Luego hay exigencias injustas a los medios. Es su labor informar. https://t.co/HC25N4unnI
NEUTRO,1374413221306671113-El día de hoy estuvimos presente en la videoconferencia interactiva: Votar en tiempos de pandemia
NEUTRO,"1248050297726885889-""""""Coronavirus: La OMS pide """"no politizar"""" la pandemia"""" #Coronavirus https://t.co/HBoWSoShlO"""
POSITIVO,"1305800287827816448-""No hubo saturación hospitalaria: Sheinbaum: Presenta balance de plan contra propagación del Covid-19; rechaza que se haya vivido situaciones como las de Madrid o Nueva York https://t.co/Y20pTkuweO (vía ElUniversal) https://t.co/VHQBBK4dBr"""
POSITIVO,"1282302779793584129-""@marcosillo25 @sr_avendanio @danielmonterre6 @pas_morbo @OrgiasBody @Diegoentronact @KLAN_KITSUNE @FOLLADORES_ Qué exquisito"
POSITIVO,1278353600788312068-@icruzgonzalez @PCRonline @BSC_EU_Heart @EuroInterventio @shci_sec @Peibol72 @al_fra2 Congrats 🥳 🙏🏽❤️🌎
NEUTRO,"1247075469226151936-""@HLGatell O acaso se sentirian """"tranquilos"""" si mañana nos dicen que hay 200"
NEGATIVO,1352243903567691777-No es solo vacunar. Cada día de retraso significa ~mil muertes de mexicanos. Lo dicen como si fuera algo muy normal 🤢
NEUTRO,"1387949679300722692-""@GinosMx vine a la sucursal de parque tezontle. Les dije que hace mucho calor y debería estar ventilado. Nos respondieron que """"les prohíben"""" encender el aire por el covid. ¿Es correcto?"""
NEUTRO,1435476538254925824-México en septiembre y en pandemia. https://t.co/6B08Md31rt
NEGATIVO,1249897598137360384-Panorama estatal al 13 de abril en el estado de Sinaloa.251 casos confirmados y 199 activos. Se suman 3 defunciones más.#QuedateEnCasa https://t.co/aeRELg66Ey
NEGATIVO,1270877556749643777-Las páginas d covidiotas están dioquis nadie les toma importancia 🙂
NEUTRO,1377091893046153216-A un año
POSITIVO,"1267498228628553730-""💁‍♂️Amigos! Estamos atentos a las disposiciones sanitarias para cuidarnos entre todos y evitar contagios covid-19🦠. Seguimos trabajando con las medidas de segurida por eso"
NEGATIVO,1268754183575834626-Trafical de la chingada
POSITIVO,1394503479490658306-Unas vacaciones por el estrés de la pandemia
NEGATIVO,1248852803252035584-@CarlosLoret @SSalud_mx Y las Neumonías no cuentan? Pregunta sería 😠
NEUTRO,1251300326553997312-@GobiernoEdoChih  #AccionesCOVID19Mx#Chihuahua https://t.co/5dpg4VNAna
NEGATIVO,1272920185943580673-Preguntale a tu jefe que pidio que se quedara en casa la ciudadanía y nadie le hizo caso
NEGATIVO,1280255496562380813-¿Cuántas veces han tenido COVID psicológico? Yo ya llevo 3.
NEUTRO,1278068661081845761-Le dije a Diosito “Si no es para mí
NEGATIVO,1376660609945718789-@JoseCardenas1 Con menos del 1% de la población de México vacunada......#Miserables#VulgaresMentirosos
NEGATIVO,1247735010989355013-@LaCronicaDeHoy Lo que les vendimos a los chinos en febrero y ahora se los recompramos 30 veces más caro.. 👈 Wow @HLGatell
NEUTRO,1270183835213291520-Datos duros de la pandemia en este hilo
POSITIVO,1344875404797095937-Fue un año complicado. Supere el Covid y estoy agradecido por estar aquí. Que sea un mejor año para todos este ya casi 2021. Dios nos acompañe a todos. https://t.co/VGTfG7lAvS
NEUTRO,1246141038407716865-3er dia de cuarentena
NEUTRO,1265831525393870848-@WeraReynoso @HLGatell Senadora quedó absolutamente claro que para ser senador del pan o diputado no se necesitan estudios
NEUTRO,1334958006748893185-Cómo buena Licenciada en Diseño
POSITIVO,1317132316720988161-Excelente fin de semana para todos y recuerden.. QUÉDENSE EN CASA pero sino quieren
NEUTRO,1262463000528781312-@medina764 Pues así parece pero mientras yo solo salgo a trabajar y las cosas necesarias... Creo que yo siempre he vivido en cuarentena 🤣
NEUTRO,"1344335202169073665-""#ViajeCovidiota a volar ✈️ Cancún - Nueva York en Cancun International Airport https://t.co/zW9QNKzsb6"""
NEGATIVO,1274572992199065603-La ivermectina no es para prevenir covid repite conmigo
NEUTRO,1247354703379197952-Las cifras de hoy en Sinaloa. #COVID19mx
NEUTRO,1382586711490711552-@CintthiaReyes @TampicososTV Saben de antemano que son pocas dosis
NEGATIVO,1347393313205268482-@RicardoMonrealA @BancoMundial @diario24horas Oye mierda mentiroso manipulador
POSITIVO,1285218305473748992-@SergioyLupita: LUPITA ESTUVISTE SENSACIONAL
NEUTRO,1369472872318726149-@cni_deongsmorLAS MUJERES FUERTES SONRÍEN AUN CON EL CORAZÓN ROTO
NEUTRO,1245134944155979776-#Quedateencasa #ShoppingGo te lleva tu compra .* Servicio a domicilio en #Tekaxhttps://t.co/p0uAGaqWuZ en Tekax De �Lvaro Obregón
NEGATIVO,1360089047314673667-@HLGatell Miserable asesino!!!
NEGATIVO,1439251876558561284-Ojo Narcos denle un levantón a @NicolasMaduro y cobran esos dolaritos de paso ayudan a los más pobres de México y financian sus operaciones que ahorita con la pandemia han de estar muy afectadas
NEUTRO,1355787990254186497-@lizmorenita13 @Dra_Saz @24maria15 @lalispv @ClaudiaJlucas @saoryconese @majodeldiablo Claro que si amiga llevo un paquete de condones Trojan XL
POSITIVO,1388190439778443267-Por fin encontré algo bueno de los antivaxGracias por dejarnos sus vacunas contra el covi.X0x0
NEUTRO,1380654404483842050-La reactivación de la economía estadounidense
NEGATIVO,"1286693013603794950-""El riesgo de muerte por Covid-19 para pacientes con diagnostico  de cáncer aumenta 16x. https://t.co/fyWUwFr938"""
NEUTRO,1355169030596923395-Hace unos días lo escribí aquí
NEGATIVO,1349549405880377345-Pandemia manejada por políticos. Pueblo mal educado.oPueblo quisquilloso que no cree en el gobierno.¿Qué otra se te ocurre?
NEGATIVO,1343286200526729216-@aracelibs HASTA LAS VACUNAS DE AGUA DESTILADA. Jajjaja. Perdimos AL SUIZA EN QUE VIVÍAMOS !    E se te cayo el cerebro !
NEGATIVO,1274444242010509312-Anoche soñé que mi prueba de covid salía positiva 😫
NEUTRO,1250679103453364225-La comunidad artística de Cajeme
NEUTRO,1267847624066883585-@chacon16dani El.covid we JAJAJAJ
NEUTRO,1443002178646462468-#ReinoUnido está en crisis por escasez de gasolina. Lástima que nadie del #PAN les dijo que el petróleo ya es obsoleto.
NEGATIVO,1316553176087236609-Les dejo el dato de que en Campeche los casos de covid van en incremento de poco en poco. Tan solo en el IMSS del centro hay 20 pacientes hospitalizados.
NEUTRO,1294692356608802816-Les comparto un artículo que escribí sobre el Acta 323 y el plan de contingencia: https://t.co/A7uEChpaaw(5/5) https://t.co/dC1F5yGiKv
NEUTRO,1245366227339546628-Diariamente debemos estár informados de los avances del #COVIDー19mx escuchando
NEUTRO,"1305366481216077824-""@Lizgottik Perdón. Pero la neta es Golum de la era moderna. """"Mi precioso.....mi precioso!!"""" Jaja"""
NEUTRO,1438533273798467589-#OcupaciónHotelera en #Acapulco. Jueves 16 de septiembre de 2021. Sigue las recomendaciones sanitarias:😷 Usar correctamente cubrebocas😷    ➡️    😷 Mantener sana distancia con otras personas de al menos 2 metros@AcapulcoGob @Adela_Roman @JoseLBasilio @IvanRuizTurismo https://t.co/CB14M0Cgwe
POSITIVO,1331018902671908874-#EdomexEnSemaforoNaranja no heches en saco roto las medidas sanitarias usa tu cubrebocas
NEGATIVO,1317176273697935360-@BORREGO60 @RicardoBSalinas Así es no paga completas sus rentas desde Abril del 2020 ha la fecha
NEUTRO,1392939006548119555-Les da todo menos covid 🥴 jajajaja
NEGATIVO,1347577586294149120-@GlodeJo07 A que se vea que su Gobierno es aún aun mas corrupto que los anteriores
NEGATIVO,1302760081457438720-Bueno amigos... Los quieroEl virus ha llegado a mi ser ☹️
NEGATIVO,1300171316142714880-¿En las playas de Yucatán no hay covicho o porque veo #Covidiotas en mi Instagram?
POSITIVO,1250437944814366724-Muy buenos días!!Hoy vamos a disfrutar de lo simple
NEUTRO,1249560849217466368-@sergioaguayo @HLGatell @m_ebrard @Aeromexico Si sabes que la carga va abajo en la pancita del avión no rey? O la calidad de tu acusación depende de cuánto te anden pagando?En todo caso pide un aumento :)
NEGATIVO,1252837265438420998-Una de mis mejores amigas es caso sospechoso de covid está en espera de resultados de prueba
NEGATIVO,1374928780809150467-Así los políticos de tan bajo nivel. La presidenta municipal de Cancún a pregunta de una ciudadana: Duda si vacunar o no a una persona porque su credencial del INE es de otro estado! Y no digan que es por control
NEGATIVO,1259161068930166784-Y quién confía en ellos? Si jamás han dado un dato real.#SalvemosMéxico #MeQuedoEnCasa
NEGATIVO,1276364471917740032-Mi alcoholizado vecino a su anciano padre
POSITIVO,1307886615344406528-Cosas de pandemia 1: Me di cuenta que cocino riquísimo.
POSITIVO,1335402264148717569-@AntonioAttolini @HLGatell Excelente que investiguen
NEGATIVO,1250049446307680256-@SofiaEnTuRadio @889Noticias Esperemos que está pandemia haga una limpia en el planeta !! Ya que el ser humano es una bacteria que ha echo mucho daño !!!
POSITIVO,"1349540114469425154-""México lanza una campaña masiva de vacunación contra la COVID-19#MéxicoSeVacunahttps://t.co/hJv9nc3Qx0 vía @euronewses"""
POSITIVO,1339769320314966016-Algunos aprendizajes del 2020 (que ya ya sabíamos pero los ha evidenciado la pandemia): (1) el internet es una herramienta increíble si es accesible y de calidad para todes
NEUTRO,"1246873622200946688-""#ConferenciaPresidente | Ya está en el Canal del CEPROPIE el """"Evento Ciudad de México"""" para las 5PM.El Plan de Recuperación Económica ante la pandemia por el #covid19.#87Punto3 | https://t.co/O3UTWUCgtm 📻🚩 https://t.co/69fEKnHPSo"""
NEUTRO,1384347678977314817-Tenía como un año que no sabía lo que era estar enferma de tos 🧟‍♀️(No es covid)
NEUTRO,1271065317771325440-#Felicidades a @RivieraNayarit por ser #destino #safetravels y recibir del @wttc. @bettynabenitez @echaillo @jzavala @jmcpcancino @joluma54
NEGATIVO,1310350869196660736-Tienen diabetes saben los dolores que ello causa pero el no el seguía su vida normal eso sí no comiendo mucho ni tomando ciertas cosas así que cuando le dió el covid nos agarro con los ojos cerrados sin saber que onda con la diabetes El día que le dió a mi papá fue 2 dias de
POSITIVO,1333753625831682048-Muy buenos días mis amore.. #FelizMartesATodos #merida #yucatan #cieloalto #sex #soylamasputa #quetodomeridaseentere #love #exhibition #QuedateEnCasa #MartesDeGanarSeguidores #Retwet #yucatanalminuto me exhibo para ustedes... https://t.co/eafDxlCv4j
NEGATIVO,1275991881206333441-Trabajadores de la @Profeco en #Puebla acusan a su delegado Alfredo Torres Campos
NEUTRO,1289587716317802497-@proceso Mi hubierran tratatado en en un IMSS
NEGATIVO,1341396475759239171-Esto se explica fácil. Querétaro ha hecho osazos en contexto de pandemia
POSITIVO,1265806004630904833-Ya me urgía el corte 🤗 vámonos a clases en linea 💆‍♂️😅🙄#HappyHour #CuarentenaExtendida #yaquierosalir #photography #hair #boredinthehouse #Covid19_mx https://t.co/9WoPLY7CxR
NEGATIVO,1267296820205506560-@BeatrizGMuller gracias @HLGatell mentir día a dia Gracias por los 90
NEUTRO,1262832867815628801-@carovinales @LlergoG Siendo así entonces porque cremar
POSITIVO,1279301110268821504-Así comenzamos el finQuien se une al desmadre#barebackméxico #CDMXxX #sexapelo #barebacks #slamm #cuarentena #sexapelo #cuarentena #slamm #sexapelo #semen #mamadas #sexapelo #slamm #mamadas #sexapelo #slamm #mamadas #sexapelo #slamm https://t.co/PgoAqBCwXM
POSITIVO,1377784407931637760-1a dosis.Efectos secundarios?Me siento felíz 🙂#vacunaCOVID#COVID#Mexicovaccine#Pfizervaccine#MunicipioLerma https://t.co/B8jCpPKd4H
NEGATIVO,1353878145133203456-@LillyTellez Hola doña DIABLA como siempre tratando de desinformar a los mexicanos con tus entrañas podridas para que no se vacunen con la vacuna RUSA pero estas muy equivocada estamos muy bien informados y tus deseos de mal informar pones en riesgo millones de vidas DOÑA DIABLA
NEUTRO,1268422806720507910-Por eso me encierro alv.
POSITIVO,1254246383009366019-#CotorrisaEnCasa #TuAnoGarapiñado cabrones gracias por hacer esta cuarentena más leve. https://t.co/bjpj9wljxE
NEUTRO,1375824580900687873-@Alinalisima Fui en pandemia 🙈🙈🙈
NEUTRO,1245919799131041792-@Adela_Micha quiero ser un beneficiario... Que hay que hacer? Realmente se agredeceria el apoyo por parte de ustedes#QuedateEnCasaYoTeApoyo@maca_online @Isabellascurain @thalia @SergioMayerb @OficialGio Un poco de ustedes es excelente para nosotros.
POSITIVO,1398142037313081347-Hasta que por fin me va a tocar vacunarme y seguro con jenssen 😂😂😂😂 https://t.co/r1d96dg5d4
NEUTRO,1341830745204121601-@JustArcangel No es mala idea
POSITIVO,"1448738335317430276-""En México está autorizado el uso de pfizer para grupo de 12-17 años"
NEGATIVO,1365855301304545281-@monicagarzag Será un problema mayor que tomen el ritmo de la educación de nuevo
NEGATIVO,1374103288510095364-@LaloUrbanoM Tambien es culpable de tanta corrupcion y la peor estapa de miseria en esta pandemia para los mas desprotejidos! Sin olvidar la delincuencia que encabeza!
NEUTRO,"1269409494892572673-""Yo como Infectologo Pediatra andaria con alguien que ya tenga anticuerpos positivos para COVID-19"
POSITIVO,1276335610156978176-Dicen que el alcohol mata al coronavirus. Me serviré un tequilita. Todo sea por la salud.
NEUTRO,1357747169466306560-Día 34GATEL metele nitro a la vacuna papi.
NEGATIVO,1320238705270022144-Más avanza la pandemia infinita y siento que más amargado me vuelvo.
NEGATIVO,1299009218998042624-@_VicenteSerrano @Reforma Las palabras sin hechos no tienen validez. Que se de una vuelta por los hospitales de @Tu_IMSS para que constatar falta de insumos para #COVIDー19 más medicamentos y falta de atención a pacientes.   Que no se cuelgue medalla @lopezobrador_ en Nuevo León porque aquí no le queda.
NEUTRO,1379299717411127296-@fAtila_198973 @lopezobrador_ @M_OlgaSCordero @HLGatell 🤗
NEGATIVO,"1297323413732818944-""Ingresa a Terapia intensiva. “El rey de mil coronas” se complica el COVID. Animo viejón. “- Chiquita"
NEUTRO,1264246895326740487-#BuenasTardes si aún no me siguen háganlo... Les dejo un link más de caricaturas... https://t.co/xHsZqgdQDR 🎬🐜#SiguemeYTeSigo #cuarentena #pantherpink #follobackinstantly https://t.co/84jWr8oJug
NEUTRO,1246942095073394688-En esta cuarentena que alguien le enseñe al presidente está serie.  https://t.co/zcIsXj8s2G
NEGATIVO,1265970474166530048-Cobertura #CoronavirusColimaEn Colima se sumaron en las últimas 24 horas 12 casos más y una nueva defunción; con esto suman a nivel estatal 133 casos confirmados (63 casos activos
NEGATIVO,1354542293458571266-@SergioSarmiento @PabloHiriart Te hablan miserable @HLGatell
NEUTRO,1412955939657895936-Llegando a la fila de la vacuna!! #VacunaCOVID19 #Vacuna El que entendió
NEUTRO,1293351082886799362-Es importante saber o conocer los sintomas de la decidratacion para tomar suero hidratante
NEUTRO,1355629075667316737-Tarde de series#PuertoVallarta #paraiso #diversidad #gay #pride #osos #susanadistancia #mecuidoytecuido #usacubrebocas https://t.co/fTcqMsPdX6
NEGATIVO,1246198662562283520-@Salmadav23 @almaber64431447 Encerrados peor que en esta cuarentena🤣
NEUTRO,1325867816059203586-Un buen #VinoMexicano la mejor “vacuna” para año.#BuenLunes #BuenFin2020 @cmv_mx @provino_bc https://t.co/MHG79hqNz9
NEUTRO,1275256573603074049-Yo enferma: eres tú COVID?
POSITIVO,1364024474895409155-El Miércoles Iniciará Vacunación de Adultos Mayores en #PuertoVallarta; Llegarán 21 Mil Dosis https://t.co/NikPszg5lS
POSITIVO,1258824360661483521-No se si me voy a poder casar  con esto del coronavirus pero pues ya compré los souvenirs 🥳😂
NEUTRO,1356988259470110722-@ManceraMiguelMX @COFEPRIS Y Como es que tu ya te vacunaste?
POSITIVO,1454154031258025987-Gracias a los vecin@s que acudieron a vacunarse y a la estrategia de @GobCDMXen coordinación del @GobiernoMX y los más de 15 mil servidores públicos 👥 de 40 instituciones
NEGATIVO,1341895718441664512-@brozoxmiswebs Y te genera gran ardor ...los mezquinos como tú solo pueden medrar con el dolor agendo y el virus ..México saldrá adelante y tú serás recordado como la basura que siempre fuiste
NEUTRO,"1376785276148781059-""#Internacional Considera OMS probable que COVID-19 venga de animales https://t.co/xoUurC6dOr"""
NEUTRO,1428751417486020612-El #COVID19 ha sido el reto más grande para el mundo
NEUTRO,1413290311795806212-@JoelPootReyes @leonesdeyucatan @NacimosBravos @AlbaVeMo @edmondbeisbol @miguefall @shanelly_guzman @angie_GarciaT Ño … estás en cuarentena 🦠
NEGATIVO,1293766622554005504-@HLGatell 55 mil muertes inútil!!55 mil muertes!! Eres una basura !
NEUTRO,1384579612672356356-Clases x zoom contactame para conocer las promociones en atención a la difícil situación que nos ha traído la pandemia @TlalpanVecinos#clasesdemusica #musicclass #music #musica #Tlalpan #tallerdecanto #canto  #piano #flautatransversal #flute #maestrodemusica #guitarra https://t.co/6CPhi5xxUY
POSITIVO,1288445536631226369-@TorrucoTurismo espero pronta recuperación. #QuedateEnCasa ?
POSITIVO,1291078842208133123-#RegresoAclasesSNTE 👩‍🏫👨‍🏫🔴 Con educación a distancia 🧑‍🏫🔛🧑‍💻 iniciará ciclo escolar 🍎📚 y hasta que haya condición de semáforo #COVID19 🟢🚦 volverán las clases presenciales 🧍🏫🧍‍♀️ La salud es primero y #MaestrosInsustituibles ✔️  #QuedateEnCasa #AprendeEnCasa 🏡#COVID19 ❌ https://t.co/17kJkCWzn4
POSITIVO,1338864516482826241-@SSalud_mx feliz Navidad @modernavaccine está aquí y sanará a la humanidad enferma.
NEUTRO,"1447086702070153219-""EU pedirá certificado de vacunación contra COVID-19 a viajeros - Uno TV https://t.co/35socBU4ph de de los dos DF d uuuluuuuuuuyn.  No j"""
NEUTRO,1376351418051817472-#55 @BuxPuntual#TransportamosSonrisas 🚌✨#QuedateEnCasa 🏡#DomingoDeRamos2021 🌿✝️⛪ https://t.co/QcDNo7jrK3
NEUTRO,1246871144101224450-Algún activo vergudo que quiera pasar la contingencia conmigo ? https://t.co/PZ4dmgWFEC
NEGATIVO,1316998353155022853-Ya covid vete a tu casa te habla tu mama corre.
POSITIVO,1249028527707402240-BENDITO DÍA SÁBADOABRAZOS Y BENDICIONES PARA CADA UN@ DE USTEDES.#YONOSALGODECASA#YoMeQuedoEnCasa@LAVOZMALEJANDRO@NUESTROMEXICOTV https://t.co/Ne0RVb3cnN
NEGATIVO,1294484868953505793-Todos los comentarios diciéndole que la vacuna es un fruto del neoliberalismo y que la vacunación ha sido gratuita y universal en México de los años cuarentas
NEUTRO,"1326709646346780672-""No te pierdas la conferencia de Vivien Ngo @_vivngo del @WSJGraphics que nos hablará sobre el uso del #DiseñoDeInformación y #VisualizacionDeDatos en la cobertura mediática del #COVID19 en #infovis2020 @WSJ  mañana a las 10:00 hrs GMT-6 Registro gratuito: https://t.co/HouoYC1ZnR https://t.co/ny4PP3FJDK"""
NEUTRO,1400117480002048002-Lista la vacuneishon a ver si no amanezco tiesa 🤣🤣🤣#vᴀᴄᴜɴᴀcᴏᴠɪᴅ19 #astrazeneca en Villahermosa
NEUTRO,1431753550682599427-@juansalvadorro6 ¡Hola Juan! Cuando pase la pandemia. Saludos!
NEGATIVO,1424313572277080066-Comida chatarraOjo EPNdejo MexicanoBimboTe mata lentamenteBIMBO más covid 19Te cargo la ingada
POSITIVO,1404857351841198087-@chulada_tv Mi Abuelita me crió desde que tenía 1 año y me chiqueaba mucho
POSITIVO,1286352028193763329-9 de cada 10 enfermos de #COVIDー19 se recuperan
NEUTRO,"1445100775584280576-""""""Molnupiravir"""" se llamaría la píldora que ha desarrollado el laboratorio Merck ganándole la carrera a Pfizer en esto de las propuestas del negocio del """"tratamiento"""" del Covid-19...https://t.co/jtl9RzCpyp"""
NEGATIVO,1312037036568707074-Por crisis económica a consecuencia de la pandemia
NEGATIVO,1324845466383765504-#CovidDerrotaAPueblaBarbosa Huerta se olvida del Sector Salud en Puebla. @MBarbosaMX @Gob_Puebla https://t.co/8Rx9Tuc6CS
NEGATIVO,1280548442587054087-@HernanGomezB @HLGatell @jenarovillamil Yo sigo sin entender tanta incompetencia y contradicción. Ahí dichos del presidente y de su maromero de salud. https://t.co/EHCNeRIzJ7
NEGATIVO,1378850471448825859-A cómo están las sospechas con la (no) vacunación
NEUTRO,1310271433583595522-A actualización #covid19 #QuintanaRoo https://t.co/DWJeS7MTF5
NEGATIVO,1341724827896332288-VEAN bien la imagen y hagan de cuenta a pues así como serpientes los tienen paralizados sin hacer nada a quien se deje y se la crea virus mas contagiosos son mamadas quienes son más contagiosos son los mismos gobiernos  desde el cielo si ya se no se me olvida lol
NEUTRO,1412144282249560064-Pregunta sería vendría todo sonora a Nogales a vacunarse?? Me toco ver a gente de todas partes.
POSITIVO,1350191541487341568-Te amo chiquita hermosa 🥰❤️😍🐦#ninfascarolinas #pajarillo #princesa #hollymiamor #lamascantante #agapornis #cacatua #animalphotography #parati #cuarentena en Mexico City
NEGATIVO,1420636066286084099-Todavía estoy en esa etapa donde las crisis me duran ratos...
NEUTRO,1250614974243897351-A través de este link puedes iniciar el trámite para la obtención de recursos: https://t.co/eBkTHAXMBC.#QuédateEnCasa#SiTeCuidasTúNosCuidasATodos
NEUTRO,1304127257728909312-@omegar @Atz11632717 @beltrandelrio @HLGatell Algo más que no sepas
NEUTRO,1288288456733581312-#arquitectura #arquitecturamx #arquitecturadeinteriores #arquitecturamoderna #arquitecturavenezolana #arquitecturaydiseño #arquitecturaenmadrid #arquitecturamadrid #arquitecturagt #arquitecturaefimera #arquitecturacomercial #arquitecturapopular #arquitecturatradicional https://t.co/tAbh8wXJFE
POSITIVO,"1264616638638366722-""Excelente domingo familiar"
NEUTRO,1375106888220749827-@SSalud_mx Y cuando terminan de vacunar al personal de salud?
POSITIVO,1377748317568897026-@DamianIrish Te amo más bebé 💙 Y si
NEGATIVO,1349127525637771266-No me jodáis con las vacunas que os metéis una de mierda por la nariz y eso si que no tenéis ni idea de lo que lleva adentro. #Vacunas #VacunasCovid19 #ATENCION
NEUTRO,1404528355173711888-Nunca Googleén sus síntomas 😂😂😂 se van a espantar nomás
NEUTRO,"1403585721282138114-""Dijo @HLGatell  en su última conferencia vespertina """"covid"""""
NEUTRO,1430255706641424386-Conozco... 🍕🙄🤛🏽😑Envía un Whatsapp al 2727034725📞📲#Pizzatl #Orizaba #Pizza #OrizabaPuebloMagico #ConsumeLocal #LaPizzaDeOrizaba #YoMeQuedoEnCasa https://t.co/gZLbBYtgQe
NEUTRO,"1253062360341852161-""Se llevo acabo la sesión publica ordinaria del @CongresoTams"
NEGATIVO,1447784379107975168-No cede. La pandemia castiga al estado de Oaxaca.
NEUTRO,1330908445114068992-Rueda de prensa covid #SLP 23 de noviembre 2020.https://t.co/uUixArIC84
POSITIVO,1289115027228831744-@Ms_Huart @leobarrera87 @AlexAvila81 Son una tercia de Guerreros!!! Yo pase por lo mismo
NEGATIVO,1249147545139531777-@jgnaredo @lopezobrador_ Traidores a lla patria en tiempo de crisis
NEUTRO,1246333881999142915-Esos que acabaron #LCDP4 en 24 horas
NEUTRO,1423343228342915075-@Mijailovsky_ Seguías pacheco por la vacuna 😆😆
POSITIVO,1349544705143410691-Saludos a los estados que ya recibieron sus primeras dosis de vacunas #COVIDー19 👋🏼
NEUTRO,1297354980643479552-@Misha_MashallaH @satanclaus72 @HLGatell Mejor infórmate bien!!! https://t.co/dN9DtFPun2
NEUTRO,1379467059818561538-@ConsulMexDal @DCHHS @fdelatg @RubenEnock1 @garochi @caritogarza84 @carobg @IME_SRE @luisgure @jvromain Como se puede acceder a la vacunacion con ustedes si uno es menor a 65 años y se encuentra en Dallas
NEGATIVO,1295475701362102272-Quebró mi restaurante
NEUTRO,1414176475411058691-@AlfredoLopPce Tiene crisis de ansiedad? Nos cooperamos para el psiquiatra o sus  tapones? Por qué quejarse de ruidos en un edificio de deptos de vivienda
NEGATIVO,1356032173376065536-me acuerdo cuando la raza no quería pedir en shein por que traía covid 🤡
POSITIVO,1275976752297377792-Por lo menos esos médicos están combatiendo el #COVID__19 con mis impuestos
NEUTRO,"1351222212511072259-""@MrVoda @doctormacias """"Ustedes tienen para pagar su vacuna"""""
NEGATIVO,1286439372376518656-Ahora con la pandemia me he animado a comprar zapatos en linea con temor a que no me queden
NEUTRO,1249494976263794689-#Guaymas Calle 20 y Serdán. Ni un alma en esta parte de la principal avenida de nuestro puerto. #QuédateEnCasa https://t.co/YeV9i8DJgc
NEUTRO,1307024396075311105-Que semana a semana se ve envuelto toda clase de desatinos
NEUTRO,1354675149421895681-En nuestra última clase de Seminario de Investigación
POSITIVO,1381675141122433025-Mantuvimos una muy productiva reunión con el titular de la @COFEPRIS
NEUTRO,1389282348659843081-@MarioMoralez9 @HLGatell @CDCgov Me podrías compartir el link donde obtuviste tu información?
NEUTRO,1339056084489801728-Pues hoy fue así la caminata del día #COVID19 usa #cubrebocas https://t.co/Xyt21Gu0XD
NEUTRO,1341037745481809922-Puebla en la era pre pandemia 📷 https://t.co/tisRcZDUfs
NEGATIVO,"1264722218111561729-""Siete mil 394 muertos por COVID-19 en México"
NEUTRO,"1271296719465017346-""¡Yo entrando en el momento justo!Escucho a mi mamá platicando con su amiga justamente diciendo""""Si"
NEUTRO,1279822684487122944-@psic_cynthia @GlodeJo07 Supongo que te has enterado de todas las deficiencias en materia de tecnología que ha dejado al descubierto esta pandemia...
NEUTRO,1297628364803411968-Amigo y una copa
NEGATIVO,1430998213893365761-@claramarin_ La Pandemia es durísima hasta para ser mamá🤰🏼😔No sé dónde te estén llevando el embarazo
NEUTRO,"1259838638239756288-""Así están los casos diarios de COVID-19 en México. Vamos requetebién. #COVID__19 #covid_19mexico https://t.co/4VkXwTE9G5"""
